"id","device","core_id","reading_mm","reading_reported","date_created"
582,1,400036001751353338363036,440,"2019-03-27 22:41:23.608","2019-03-27 22:41:23.699151"
583,1,400036001751353338363036,440,"2019-03-27 22:57:41.69","2019-03-27 22:57:41.879782"
584,1,400036001751353338363036,165,"2019-03-27 23:13:32.079","2019-03-27 23:13:32.176275"
585,1,400036001751353338363036,437,"2019-03-27 23:18:59.602","2019-03-27 23:18:59.818947"
586,1,400036001751353338363036,169,"2019-03-27 23:24:26.823","2019-03-27 23:24:27.1284"
587,1,400036001751353338363036,446,"2019-03-27 23:29:53.06","2019-03-27 23:29:53.208597"
588,1,400036001751353338363036,165,"2019-03-27 23:40:44.759","2019-03-27 23:40:44.960644"
589,1,400036001751353338363036,165,"2019-03-27 23:57:02.996","2019-03-27 23:57:03.217768"
590,1,400036001751353338363036,443,"2019-03-28 00:12:53.521","2019-03-28 00:12:53.733333"
591,1,400036001751353338363036,448,"2019-03-28 00:29:09.667","2019-03-28 00:29:09.876667"
592,1,400036001751353338363036,162,"2019-03-28 00:44:58.954","2019-03-28 00:44:59.168826"
593,1,400036001751353338363036,170,"2019-03-28 01:01:15.581","2019-03-28 01:01:15.718381"
594,1,400036001751353338363036,170,"2019-03-28 01:17:07.942","2019-03-28 01:17:08.133382"
595,1,400036001751353338363036,170,"2019-03-28 01:33:25.236","2019-03-28 01:33:25.444027"
596,1,400036001751353338363036,444,"2019-03-28 01:49:13.997","2019-03-28 01:49:14.150584"
597,1,400036001751353338363036,444,"2019-03-28 02:05:31.455","2019-03-28 02:05:31.654217"
598,1,400036001751353338363036,453,"2019-03-28 02:21:20.258","2019-03-28 02:21:20.490175"
599,1,400036001751353338363036,449,"2019-03-28 02:37:38.639","2019-03-28 02:37:38.813215"
600,1,400036001751353338363036,166,"2019-03-28 02:53:31.148","2019-03-28 02:53:31.345148"
601,1,400036001751353338363036,166,"2019-03-28 03:09:49.2","2019-03-28 03:09:49.307873"
602,1,400036001751353338363036,167,"2019-03-28 03:25:42.184","2019-03-28 03:25:42.309844"
603,1,400036001751353338363036,175,"2019-03-28 03:41:59.461","2019-03-28 03:41:59.731753"
604,1,400036001751353338363036,455,"2019-03-28 03:57:48.579","2019-03-28 03:57:48.74935"
605,1,400036001751353338363036,455,"2019-03-28 04:14:06.993","2019-03-28 04:14:07.305479"
606,1,400036001751353338363036,455,"2019-03-28 04:29:59.304","2019-03-28 04:29:59.50314"
607,1,400036001751353338363036,171,"2019-03-28 04:40:51.789","2019-03-28 04:40:51.943795"
608,1,400036001751353338363036,171,"2019-03-28 04:57:08.936","2019-03-28 04:57:09.152285"
609,1,400036001751353338363036,171,"2019-03-28 05:13:01.194","2019-03-28 05:13:01.593353"
610,1,400036001751353338363036,171,"2019-03-28 05:29:18.015","2019-03-28 05:29:18.155483"
611,1,400036001751353338363036,171,"2019-03-28 05:45:08.91","2019-03-28 05:45:09.074151"
612,1,400036001751353338363036,171,"2019-03-28 06:01:25.205","2019-03-28 06:01:25.411654"
613,1,400036001751353338363036,171,"2019-03-28 06:17:14.506","2019-03-28 06:17:14.711956"
614,1,400036001751353338363036,171,"2019-03-28 06:33:30.966","2019-03-28 06:33:31.068075"
615,1,400036001751353338363036,171,"2019-03-28 06:49:22.807","2019-03-28 06:49:22.898935"
616,1,400036001751353338363036,171,"2019-03-28 07:05:39.599","2019-03-28 07:05:39.81766"
617,1,400036001751353338363036,171,"2019-03-28 07:21:29.049","2019-03-28 07:21:29.139917"
618,1,400036001751353338363036,171,"2019-03-28 07:37:47.438","2019-03-28 07:37:47.693625"
619,1,400036001751353338363036,171,"2019-03-28 07:53:42.005","2019-03-28 07:53:42.181449"
620,1,400036001751353338363036,171,"2019-03-28 08:09:59.125","2019-03-28 08:09:59.395332"
621,1,400036001751353338363036,171,"2019-03-28 08:25:47.46","2019-03-28 08:25:47.676683"
622,1,400036001751353338363036,171,"2019-03-28 08:42:04.298","2019-03-28 08:42:04.51498"
623,1,400036001751353338363036,171,"2019-03-28 08:57:54.971","2019-03-28 08:57:55.174335"
624,1,400036001751353338363036,171,"2019-03-28 09:14:12.399","2019-03-28 09:14:12.57787"
625,1,400036001751353338363036,171,"2019-03-28 09:30:05.523","2019-03-28 09:30:05.629926"
626,1,400036001751353338363036,171,"2019-03-28 09:46:22.001","2019-03-28 09:46:22.098606"
627,1,400036001751353338363036,171,"2019-03-28 10:02:14.027","2019-03-28 10:02:14.282093"
628,1,400036001751353338363036,171,"2019-03-28 10:18:30.342","2019-03-28 10:18:30.634555"
629,1,400036001751353338363036,171,"2019-03-28 10:34:22.949","2019-03-28 10:34:23.270499"
630,1,400036001751353338363036,171,"2019-03-28 10:50:39.276","2019-03-28 10:50:39.393948"
631,1,400036001751353338363036,171,"2019-03-28 11:06:31.918","2019-03-28 11:06:32.212501"
632,1,400036001751353338363036,171,"2019-03-28 11:22:49.251","2019-03-28 11:22:49.368521"
633,1,400036001751353338363036,171,"2019-03-28 11:38:40.885","2019-03-28 11:38:41.052168"
634,1,400036001751353338363036,171,"2019-03-28 11:54:58.639","2019-03-28 11:54:58.853692"
635,1,400036001751353338363036,455,"2019-03-28 12:10:48.546","2019-03-28 12:10:48.707964"
636,1,400036001751353338363036,175,"2019-03-28 12:27:06.007","2019-03-28 12:27:06.169641"
637,1,400036001751353338363036,175,"2019-03-28 12:42:56.261","2019-03-28 12:42:56.453188"
638,1,400036001751353338363036,166,"2019-03-28 12:59:13.026","2019-03-28 12:59:13.235875"
639,1,400036001751353338363036,166,"2019-03-28 13:15:02.947","2019-03-28 13:15:03.072123"
640,1,400036001751353338363036,449,"2019-03-28 13:31:20.737","2019-03-28 13:31:20.96442"
641,1,400036001751353338363036,170,"2019-03-28 13:47:09.829","2019-03-28 13:47:10.099303"
642,1,400036001751353338363036,161,"2019-03-28 14:03:27.929","2019-03-28 14:03:28.064031"
643,1,400036001751353338363036,448,"2019-03-28 14:19:19.646","2019-03-28 14:19:19.746258"
644,1,400036001751353338363036,165,"2019-03-28 14:35:35.742","2019-03-28 14:35:36.261294"
645,1,400036001751353338363036,165,"2019-03-28 14:51:28.25","2019-03-28 14:51:28.456"
646,1,400036001751353338363036,443,"2019-03-28 15:02:20.71","2019-03-28 15:02:20.937651"
647,1,400036001751353338363036,169,"2019-03-28 15:13:12.093","2019-03-28 15:13:12.346669"
648,1,400036001751353338363036,169,"2019-03-28 15:29:28.554","2019-03-28 15:29:28.674259"
649,1,400036001751353338363036,160,"2019-03-28 15:45:18.962","2019-03-28 15:45:19.145196"
650,1,400036001751353338363036,161,"2019-03-28 16:01:36.122","2019-03-28 16:01:36.33329"
651,1,400036001751353338363036,441,"2019-03-28 16:17:25.522","2019-03-28 16:17:25.622171"
652,1,400036001751353338363036,169,"2019-03-28 16:22:51.922","2019-03-28 16:22:52.158894"
653,1,400036001751353338363036,160,"2019-03-28 16:39:09.535","2019-03-28 16:39:09.666968"
654,1,400036001751353338363036,443,"2019-03-28 16:55:00.747","2019-03-28 16:55:00.986587"
655,1,400036001751353338363036,161,"2019-03-28 17:00:26.823","2019-03-28 17:00:27.106459"
656,1,400036001751353338363036,437,"2019-03-28 17:05:53.371","2019-03-28 17:05:53.532449"
657,1,400036001751353338363036,164,"2019-03-28 17:22:09.872","2019-03-28 17:22:09.987931"
658,1,400036001751353338363036,437,"2019-03-28 17:38:02.511","2019-03-28 17:38:02.980412"
659,1,400036001751353338363036,164,"2019-03-28 17:48:54.996","2019-03-28 17:48:55.269378"
660,1,400036001751353338363036,436,"2019-03-28 17:54:21.221","2019-03-28 17:54:21.37244"
661,1,400036001751353338363036,435,"2019-03-28 18:10:38.509","2019-03-28 18:10:38.598406"
662,1,400036001751353338363036,439,"2019-03-28 18:26:29.244","2019-03-28 18:26:29.400468"
663,1,400036001751353338363036,439,"2019-03-28 18:42:45.997","2019-03-28 18:42:46.110659"
664,1,400036001751353338363036,435,"2019-03-28 18:58:35.284","2019-03-28 18:58:35.528161"
665,1,400036001751353338363036,440,"2019-03-28 19:14:53.509","2019-03-28 19:14:53.844766"
666,1,400036001751353338363036,440,"2019-03-28 19:30:46.013","2019-03-28 19:30:46.308059"
667,1,400036001751353338363036,435,"2019-03-28 19:47:02.651","2019-03-28 19:47:02.859815"
668,1,400036001751353338363036,440,"2019-03-28 20:02:53.665","2019-03-28 20:02:53.771462"
669,1,400036001751353338363036,169,"2019-03-28 20:13:45.994","2019-03-28 20:13:46.125266"
670,1,400036001751353338363036,442,"2019-03-28 20:19:12.418","2019-03-28 20:19:12.649236"
671,1,400036001751353338363036,165,"2019-03-28 20:24:39.484","2019-03-28 20:24:39.675298"
672,1,400036001751353338363036,165,"2019-03-28 20:40:55.947","2019-03-28 20:40:56.176089"
673,1,400036001751353338363036,164,"2019-03-28 20:56:45.531","2019-03-28 20:56:45.640713"
674,1,400036001751353338363036,437,"2019-03-28 21:02:11.651","2019-03-28 21:02:11.7786"
675,1,400036001751353338363036,161,"2019-03-28 21:13:03.604","2019-03-28 21:13:03.816512"
676,1,400036001751353338363036,442,"2019-03-28 21:23:56.401","2019-03-28 21:23:56.583821"
677,1,400036001751353338363036,165,"2019-03-28 21:29:22.501","2019-03-28 21:29:22.721619"
678,1,400036001751353338363036,165,"2019-03-28 21:45:39.613","2019-03-28 21:45:39.783957"
679,1,400036001751353338363036,165,"2019-03-28 22:01:29.366","2019-03-28 22:01:29.475993"
680,1,400036001751353338363036,448,"2019-03-28 22:12:21.207","2019-03-28 22:12:21.350078"
681,1,400036001751353338363036,166,"2019-03-28 22:23:13.702","2019-03-28 22:23:14.043268"
682,1,400036001751353338363036,437,"2019-03-28 22:34:06.021","2019-03-28 22:34:06.163737"
683,1,400036001751353338363036,161,"2019-03-28 22:39:33.369","2019-03-28 22:39:33.508846"
684,1,400036001751353338363036,443,"2019-03-28 22:55:50.473","2019-03-28 22:55:50.586238"
685,1,400036001751353338363036,443,"2019-03-28 23:11:39.934","2019-03-28 23:11:40.151107"
686,1,400036001751353338363036,165,"2019-03-28 23:17:07.625","2019-03-28 23:17:07.863144"
687,1,400036001751353338363036,165,"2019-03-28 23:33:25.039","2019-03-28 23:33:25.189094"
688,1,400036001751353338363036,448,"2019-03-28 23:49:17.215","2019-03-28 23:49:17.463941"
689,1,400036001751353338363036,448,"2019-03-29 00:05:35.628","2019-03-29 00:05:35.913709"
690,1,400036001751353338363036,162,"2019-03-29 00:21:24.229","2019-03-29 00:21:24.385257"
691,1,400036001751353338363036,162,"2019-03-29 00:37:41.188","2019-03-29 00:37:41.379479"
692,1,400036001751353338363036,162,"2019-03-29 00:53:32.397","2019-03-29 00:53:32.597225"
693,1,400036001751353338363036,161,"2019-03-29 01:09:50.077","2019-03-29 01:09:50.203732"
694,1,400036001751353338363036,170,"2019-03-29 01:25:40.439","2019-03-29 01:25:40.657952"
695,1,400036001751353338363036,170,"2019-03-29 01:41:57.235","2019-03-29 01:41:57.342701"
696,1,400036001751353338363036,170,"2019-03-29 01:57:47.803","2019-03-29 01:57:47.895934"
697,1,400036001751353338363036,162,"2019-03-29 02:14:04.573","2019-03-29 02:14:04.756107"
698,1,400036001751353338363036,170,"2019-03-29 02:29:56.274","2019-03-29 02:29:56.435336"
699,1,400036001751353338363036,162,"2019-03-29 02:46:12.588","2019-03-29 02:46:12.750671"
700,1,400036001751353338363036,162,"2019-03-29 03:02:03.625","2019-03-29 03:02:03.815674"
701,1,400036001751353338363036,170,"2019-03-29 03:18:21.063","2019-03-29 03:18:21.197593"
702,1,400036001751353338363036,170,"2019-03-29 03:34:13.381","2019-03-29 03:34:13.599529"
703,1,400036001751353338363036,162,"2019-03-29 03:50:30.158","2019-03-29 03:50:30.466868"
704,1,400036001751353338363036,162,"2019-03-29 04:06:22.216","2019-03-29 04:06:22.357732"
705,1,400036001751353338363036,161,"2019-03-29 04:22:40.251","2019-03-29 04:22:40.441396"
706,1,400036001751353338363036,162,"2019-03-29 04:38:32.887","2019-03-29 04:38:32.999143"
707,1,400036001751353338363036,162,"2019-03-29 04:54:51.257","2019-03-29 04:54:51.441639"
708,1,400036001751353338363036,162,"2019-03-29 05:10:40.431","2019-03-29 05:10:40.638679"
709,1,400036001751353338363036,170,"2019-03-29 05:26:56.898","2019-03-29 05:26:57.076431"
710,1,400036001751353338363036,170,"2019-03-29 05:42:46.181","2019-03-29 05:42:46.370275"
711,1,400036001751353338363036,449,"2019-03-29 05:53:39.293","2019-03-29 05:53:39.539085"
712,1,400036001751353338363036,449,"2019-03-29 06:09:56.577","2019-03-29 06:09:56.756168"
713,1,400036001751353338363036,167,"2019-03-29 06:25:48.387","2019-03-29 06:25:48.506858"
714,1,400036001751353338363036,167,"2019-03-29 06:42:06.511","2019-03-29 06:42:06.736822"
715,1,400036001751353338363036,166,"2019-03-29 06:57:59.12","2019-03-29 06:57:59.2284"
716,1,400036001751353338363036,166,"2019-03-29 07:14:16.89","2019-03-29 07:14:17.091996"
717,1,400036001751353338363036,166,"2019-03-29 07:30:08.894","2019-03-29 07:30:09.134251"
718,1,400036001751353338363036,167,"2019-03-29 07:46:25.189","2019-03-29 07:46:25.491879"
719,1,400036001751353338363036,166,"2019-03-29 08:02:15.294","2019-03-29 08:02:15.480334"
720,1,400036001751353338363036,166,"2019-03-29 08:18:33.075","2019-03-29 08:18:33.232435"
721,1,400036001751353338363036,166,"2019-03-29 08:34:25.519","2019-03-29 08:34:25.725886"
722,1,400036001751353338363036,166,"2019-03-29 08:50:42.483","2019-03-29 08:50:42.855317"
723,1,400036001751353338363036,166,"2019-03-29 09:06:31.275","2019-03-29 09:06:31.423891"
724,1,400036001751353338363036,167,"2019-03-29 09:22:48.716","2019-03-29 09:22:48.869827"
725,1,400036001751353338363036,167,"2019-03-29 09:38:38.142","2019-03-29 09:38:38.293297"
726,1,400036001751353338363036,166,"2019-03-29 09:54:55.928","2019-03-29 09:54:56.116687"
727,1,400036001751353338363036,166,"2019-03-29 10:10:47.439","2019-03-29 10:10:47.592842"
728,1,400036001751353338363036,166,"2019-03-29 10:27:03.904","2019-03-29 10:27:04.144396"
729,1,400036001751353338363036,166,"2019-03-29 10:42:55.099","2019-03-29 10:42:55.39862"
730,1,400036001751353338363036,166,"2019-03-29 10:59:11.421","2019-03-29 10:59:11.653069"
731,1,400036001751353338363036,166,"2019-03-29 11:15:01.206","2019-03-29 11:15:01.3444"
732,1,400036001751353338363036,166,"2019-03-29 11:31:19.585","2019-03-29 11:31:19.76208"
733,1,400036001751353338363036,166,"2019-03-29 11:47:09.031","2019-03-29 11:47:09.218613"
734,1,400036001751353338363036,166,"2019-03-29 12:03:25.677","2019-03-29 12:03:25.867282"
735,1,400036001751353338363036,166,"2019-03-29 12:19:20.708","2019-03-29 12:19:20.853421"
736,1,400036001751353338363036,449,"2019-03-29 12:35:37.355","2019-03-29 12:35:37.525597"
737,1,400036001751353338363036,170,"2019-03-29 12:51:29.559","2019-03-29 12:51:29.891674"
738,1,400036001751353338363036,162,"2019-03-29 13:07:46.788","2019-03-29 13:07:46.935205"
739,1,400036001751353338363036,161,"2019-03-29 13:23:35.933","2019-03-29 13:23:36.09088"
740,1,400036001751353338363036,448,"2019-03-29 13:29:02.001","2019-03-29 13:29:02.253629"
741,1,400036001751353338363036,165,"2019-03-29 13:39:53.983","2019-03-29 13:39:54.134368"
742,1,400036001751353338363036,166,"2019-03-29 13:56:10.474","2019-03-29 13:56:10.653955"
743,1,400036001751353338363036,165,"2019-03-29 14:12:02.812","2019-03-29 14:12:03.049037"
744,1,400036001751353338363036,165,"2019-03-29 14:28:20.729","2019-03-29 14:28:20.990253"
745,1,400036001751353338363036,442,"2019-03-29 14:44:13.042","2019-03-29 14:44:13.222316"
746,1,400036001751353338363036,165,"2019-03-29 14:49:40.576","2019-03-29 14:49:40.728078"
747,1,400036001751353338363036,442,"2019-03-29 14:55:08.246","2019-03-29 14:55:08.454004"
748,1,400036001751353338363036,443,"2019-03-29 15:11:24.877","2019-03-29 15:11:25.172171"
749,1,400036001751353338363036,165,"2019-03-29 15:27:14.806","2019-03-29 15:27:14.990929"
750,1,400036001751353338363036,443,"2019-03-29 15:38:07.761","2019-03-29 15:38:07.848563"
751,1,400036001751353338363036,170,"2019-03-29 15:43:35.469","2019-03-29 15:43:35.688131"
752,1,400036001751353338363036,161,"2019-03-29 15:59:53.864","2019-03-29 15:59:53.963219"
753,1,400036001751353338363036,441,"2019-03-29 16:15:42.503","2019-03-29 16:15:42.588589"
754,1,400036001751353338363036,441,"2019-03-29 16:32:00.398","2019-03-29 16:32:00.604126"
755,1,400036001751353338363036,441,"2019-03-29 16:47:49.192","2019-03-29 16:47:49.420197"
756,1,400036001751353338363036,164,"2019-03-29 16:53:15.456","2019-03-29 16:53:15.620215"
757,1,400036001751353338363036,165,"2019-03-29 17:09:33.236","2019-03-29 17:09:33.329627"
758,1,400036001751353338363036,435,"2019-03-29 17:25:26.017","2019-03-29 17:25:26.122628"
759,1,400036001751353338363036,439,"2019-03-29 17:41:43.118","2019-03-29 17:41:43.224635"
760,1,400036001751353338363036,435,"2019-03-29 17:57:34.817","2019-03-29 17:57:34.942511"
761,1,400036001751353338363036,438,"2019-03-29 18:13:51.603","2019-03-29 18:13:51.809747"
762,1,400036001751353338363036,438,"2019-03-29 18:29:40.917","2019-03-29 18:29:41.021265"
763,1,400036001751353338363036,434,"2019-03-29 18:45:57.055","2019-03-29 18:45:57.366374"
764,1,400036001751353338363036,438,"2019-03-29 19:01:46.03","2019-03-29 19:01:46.147159"
765,1,400036001751353338363036,434,"2019-03-29 19:18:04.446","2019-03-29 19:18:04.607068"
766,1,400036001751353338363036,433,"2019-03-29 19:33:56.754","2019-03-29 19:33:57.062822"
767,1,400036001751353338363036,437,"2019-03-29 19:50:13.871","2019-03-29 19:50:14.018518"
768,1,400036001751353338363036,437,"2019-03-29 20:06:06.039","2019-03-29 20:06:06.219844"
769,1,400036001751353338363036,441,"2019-03-29 20:22:24.117","2019-03-29 20:22:24.406264"
770,1,400036001751353338363036,440,"2019-03-29 20:38:13.372","2019-03-29 20:38:13.661058"
771,1,400036001751353338363036,441,"2019-03-29 20:54:30.632","2019-03-29 20:54:30.835494"
772,1,400036001751353338363036,435,"2019-03-29 21:10:20.931","2019-03-29 21:10:21.078098"
773,1,400036001751353338363036,441,"2019-03-29 21:26:38.832","2019-03-29 21:26:38.957711"
774,1,400036001751353338363036,168,"2019-03-29 21:42:31.286","2019-03-29 21:42:31.368396"
775,1,400036001751353338363036,440,"2019-03-29 21:53:23.614","2019-03-29 21:53:23.838216"
776,1,400036001751353338363036,168,"2019-03-29 22:09:41.845","2019-03-29 22:09:41.947836"
777,1,400036001751353338363036,431,"2019-03-29 22:25:31.598","2019-03-29 22:25:31.945085"
778,1,400036001751353338363036,164,"2019-03-29 22:41:49.049","2019-03-29 22:41:49.324426"
779,1,400036001751353338363036,441,"2019-03-29 22:57:39.601","2019-03-29 22:57:39.704772"
780,1,400036001751353338363036,169,"2019-03-29 23:08:30.687","2019-03-29 23:08:30.790742"
781,1,400036001751353338363036,445,"2019-03-29 23:19:23.625","2019-03-29 23:19:23.786089"
782,1,400036001751353338363036,169,"2019-03-29 23:24:51.114","2019-03-29 23:24:51.285342"
783,1,400036001751353338363036,446,"2019-03-29 23:41:09.387","2019-03-29 23:41:09.649553"
784,1,400036001751353338363036,443,"2019-03-29 23:56:59.757","2019-03-29 23:56:59.86607"
785,1,400036001751353338363036,443,"2019-03-30 00:13:17.732","2019-03-30 00:13:18.089156"
786,1,400036001751353338363036,165,"2019-03-30 00:29:06.318","2019-03-30 00:29:06.536788"
787,1,400036001751353338363036,165,"2019-03-30 00:45:23.626","2019-03-30 00:45:23.852774"
788,1,400036001751353338363036,165,"2019-03-30 01:01:15.771","2019-03-30 01:01:15.897471"
789,1,400036001751353338363036,165,"2019-03-30 01:17:32.109","2019-03-30 01:17:32.310002"
790,1,400036001751353338363036,165,"2019-03-30 01:33:23.443","2019-03-30 01:33:23.626285"
791,1,400036001751353338363036,165,"2019-03-30 01:49:41.235","2019-03-30 01:49:41.489543"
792,1,400036001751353338363036,165,"2019-03-30 02:05:35.318","2019-03-30 02:05:35.458648"
793,1,400036001751353338363036,165,"2019-03-30 02:21:51.744","2019-03-30 02:21:51.955954"
794,1,400036001751353338363036,165,"2019-03-30 02:37:41.539","2019-03-30 02:37:41.743157"
795,1,400036001751353338363036,165,"2019-03-30 02:53:59.451","2019-03-30 02:53:59.551145"
796,1,400036001751353338363036,165,"2019-03-30 03:09:48.923","2019-03-30 03:09:49.098533"
797,1,400036001751353338363036,165,"2019-03-30 03:26:05.874","2019-03-30 03:26:06.061164"
798,1,400036001751353338363036,165,"2019-03-30 03:41:56.722","2019-03-30 03:41:56.951314"
799,1,400036001751353338363036,165,"2019-03-30 03:58:13.517","2019-03-30 03:58:13.69067"
800,1,400036001751353338363036,165,"2019-03-30 04:14:05.678","2019-03-30 04:14:05.887145"
801,1,400036001751353338363036,165,"2019-03-30 04:30:22.49","2019-03-30 04:30:22.695312"
802,1,400036001751353338363036,165,"2019-03-30 04:46:14.732","2019-03-30 04:46:14.873705"
803,1,400036001751353338363036,165,"2019-03-30 05:02:31.588","2019-03-30 05:02:31.798458"
804,1,400036001751353338363036,165,"2019-03-30 05:18:23.58","2019-03-30 05:18:23.762321"
805,1,400036001751353338363036,165,"2019-03-30 05:34:39.612","2019-03-30 05:34:39.725634"
806,1,400036001751353338363036,165,"2019-03-30 05:50:28.724","2019-03-30 05:50:29.13779"
807,1,400036001751353338363036,165,"2019-03-30 06:06:45.224","2019-03-30 06:06:45.346873"
808,1,400036001751353338363036,165,"2019-03-30 06:22:34.65","2019-03-30 06:22:34.844854"
809,1,400036001751353338363036,165,"2019-03-30 06:38:51.632","2019-03-30 06:38:51.82717"
810,1,400036001751353338363036,165,"2019-03-30 06:54:42.68","2019-03-30 06:54:42.872502"
811,1,400036001751353338363036,166,"2019-03-30 07:11:00.102","2019-03-30 07:11:00.400144"
812,1,400036001751353338363036,166,"2019-03-30 07:26:51.318","2019-03-30 07:26:51.464153"
813,1,400036001751353338363036,448,"2019-03-30 07:32:18.028","2019-03-30 07:32:18.207299"
814,1,400036001751353338363036,174,"2019-03-30 07:43:09.542","2019-03-30 07:43:09.718684"
815,1,400036001751353338363036,448,"2019-03-30 07:48:36.758","2019-03-30 07:48:36.928132"
816,1,400036001751353338363036,448,"2019-03-30 08:04:53.377","2019-03-30 08:04:53.451605"
817,1,400036001751353338363036,448,"2019-03-30 08:20:44.889","2019-03-30 08:20:45.07653"
818,1,400036001751353338363036,174,"2019-03-30 08:37:01.4","2019-03-30 08:37:01.726092"
819,1,400036001751353338363036,448,"2019-03-30 08:52:54.335","2019-03-30 08:52:54.471276"
820,1,400036001751353338363036,448,"2019-03-30 09:09:10.802","2019-03-30 09:09:11.033738"
821,1,400036001751353338363036,448,"2019-03-30 09:24:59.776","2019-03-30 09:24:59.910338"
822,1,400036001751353338363036,444,"2019-03-30 09:41:17.059","2019-03-30 09:41:17.256944"
823,1,400036001751353338363036,444,"2019-03-30 09:57:06.804","2019-03-30 09:57:06.989371"
824,1,400036001751353338363036,443,"2019-03-30 10:13:24.744","2019-03-30 10:13:25.010688"
825,1,400036001751353338363036,443,"2019-03-30 10:29:17.044","2019-03-30 10:29:17.201469"
826,1,400036001751353338363036,443,"2019-03-30 10:45:35.121","2019-03-30 10:45:35.244406"
827,1,400036001751353338363036,453,"2019-03-30 11:01:27.288","2019-03-30 11:01:27.401914"
828,1,400036001751353338363036,448,"2019-03-30 11:17:44.283","2019-03-30 11:17:44.529884"
829,1,400036001751353338363036,174,"2019-03-30 11:33:36.098","2019-03-30 11:33:36.300518"
830,1,400036001751353338363036,165,"2019-03-30 11:49:52.613","2019-03-30 11:49:52.927577"
831,1,400036001751353338363036,165,"2019-03-30 12:05:45.224","2019-03-30 12:05:45.443873"
832,1,400036001751353338363036,165,"2019-03-30 12:22:01.379","2019-03-30 12:22:01.576565"
833,1,400036001751353338363036,165,"2019-03-30 12:37:51.49","2019-03-30 12:37:51.632473"
834,1,400036001751353338363036,165,"2019-03-30 12:54:09.256","2019-03-30 12:54:09.468396"
835,1,400036001751353338363036,443,"2019-03-30 13:10:00.722","2019-03-30 13:10:00.974014"
836,1,400036001751353338363036,443,"2019-03-30 13:26:17.083","2019-03-30 13:26:17.164708"
837,1,400036001751353338363036,442,"2019-03-30 13:42:09.357","2019-03-30 13:42:09.528674"
838,1,400036001751353338363036,169,"2019-03-30 13:47:35.623","2019-03-30 13:47:35.739427"
839,1,400036001751353338363036,169,"2019-03-30 14:03:53.365","2019-03-30 14:03:53.52196"
840,1,400036001751353338363036,161,"2019-03-30 14:19:46.031","2019-03-30 14:19:46.160527"
841,1,400036001751353338363036,445,"2019-03-30 14:30:38.948","2019-03-30 14:30:39.139694"
842,1,400036001751353338363036,437,"2019-03-30 14:46:56.731","2019-03-30 14:46:56.970996"
843,1,400036001751353338363036,437,"2019-03-30 15:02:49.062","2019-03-30 15:02:49.184741"
844,1,400036001751353338363036,164,"2019-03-30 15:13:41.692","2019-03-30 15:13:41.920311"
845,1,400036001751353338363036,164,"2019-03-30 15:29:58.993","2019-03-30 15:29:59.208708"
846,1,400036001751353338363036,164,"2019-03-30 15:45:50.805","2019-03-30 15:45:50.982992"
847,1,400036001751353338363036,164,"2019-03-30 16:02:07.136","2019-03-30 16:02:07.283615"
848,1,400036001751353338363036,164,"2019-03-30 16:17:58.655","2019-03-30 16:17:58.811265"
849,1,400036001751353338363036,440,"2019-03-30 16:28:50.372","2019-03-30 16:28:50.577576"
850,1,400036001751353338363036,444,"2019-03-30 16:45:09.017","2019-03-30 16:45:09.19595"
851,1,400036001751353338363036,440,"2019-03-30 17:00:56.402","2019-03-30 17:00:56.717024"
852,1,400036001751353338363036,435,"2019-03-30 17:17:13.062","2019-03-30 17:17:13.327231"
853,1,400036001751353338363036,435,"2019-03-30 17:33:05.52","2019-03-30 17:33:05.67514"
854,1,400036001751353338363036,168,"2019-03-30 17:38:33.033","2019-03-30 17:38:33.280324"
855,1,400036001751353338363036,435,"2019-03-30 17:44:00.71","2019-03-30 17:44:00.936457"
856,1,400036001751353338363036,438,"2019-03-30 18:00:17.84","2019-03-30 18:00:18.085064"
857,1,400036001751353338363036,435,"2019-03-30 18:16:09.351","2019-03-30 18:16:09.472885"
858,1,400036001751353338363036,438,"2019-03-30 18:32:26.657","2019-03-30 18:32:26.841111"
859,1,400036001751353338363036,437,"2019-03-30 18:48:18.803","2019-03-30 18:48:18.995784"
860,1,400036001751353338363036,434,"2019-03-30 19:04:35.637","2019-03-30 19:04:35.796999"
861,1,400036001751353338363036,441,"2019-03-30 19:20:25.216","2019-03-30 19:20:25.411817"
862,1,400036001751353338363036,441,"2019-03-30 19:36:43.3","2019-03-30 19:36:43.474362"
863,1,400036001751353338363036,433,"2019-03-30 19:52:35.461","2019-03-30 19:52:35.546179"
864,1,400036001751353338363036,437,"2019-03-30 20:08:52.586","2019-03-30 20:08:52.867254"
865,1,400036001751353338363036,429,"2019-03-30 20:24:41.703","2019-03-30 20:24:42.032172"
866,1,400036001751353338363036,434,"2019-03-30 20:40:58.345","2019-03-30 20:40:58.526593"
867,1,400036001751353338363036,428,"2019-03-30 20:56:51.617","2019-03-30 20:56:51.780049"
868,1,400036001751353338363036,429,"2019-03-30 21:13:09.857","2019-03-30 21:13:10.087121"
869,1,400036001751353338363036,429,"2019-03-30 21:29:01.533","2019-03-30 21:29:01.736649"
870,1,400036001751353338363036,434,"2019-03-30 21:45:17.881","2019-03-30 21:45:18.097314"
871,1,400036001751353338363036,430,"2019-03-30 22:01:09.881","2019-03-30 22:01:10.075931"
872,1,400036001751353338363036,437,"2019-03-30 22:17:27.118","2019-03-30 22:17:27.284371"
